"Date","Game","Earnings","Players","Tournaments"
2021-10-01,"Golf With Your Friends",10000,8,1
2021-10-01,"UNO",10000,12,1
2021-10-01,"Zombieland VR: Headshot Fever",10000,4,1
2021-10-01,"Diabotical",6644.86,53,20
2021-10-01,"Echo Arena",5200,44,3
2021-10-01,"Trackmania (2020)",5144.73,40,14
2021-10-01,"osu!",5001.44,33,8
2021-10-01,"Street Fighter V: Champion Edition",3207.33,8,1
2021-10-01,"Age of Empires III",3070.8,20,3
2021-10-01,"Lichess",2100,13,3
2021-10-01,"Melty Blood: Type Lumina",2004.59,8,1
2021-10-01,"Gears 5",2000,16,4
2021-10-01,"Age of Empires",1714,21,1
2021-10-01,"Tetris",1200,8,2
2021-10-01,"Super Smash Bros. for Wii U",1190,8,1
2021-10-01,"After-H",1162,12,1
2021-10-01,"Age of Mythology",1147,15,6
2021-10-01,"Xonotic",1009,6,3
2021-10-01,"Clash of Clans",1000,12,1
2021-10-01,"Super Smash Bros.",650,8,1
2021-10-01,"BlazBlue: Central Fiction",601.37,4,1
2021-10-01,"Dragon Ball FighterZ",601.37,4,1
2021-10-01,"Granblue Fantasy: Versus",601.37,4,1
2021-10-01,"Under Night In-Birth Exe:Late[cl-r]",601.37,4,1
2021-10-01,"Super Smash Bros. Brawl",570,8,1
2021-10-01,"Quake Champions",500,3,1
2021-10-01,"Lemnis Gate",424.3,2,2
2021-10-01,"Blaston",402.12,3,1
2021-10-01,"Soul Calibur VI",400.91,3,1
2021-10-01,"Ultimate Marvel vs. Capcom 3",400.91,3,1
2021-10-01,"Auto Chess",400,2,4
2021-10-01,"Age of Empires IV",200,4,2
2021-10-01,"Age of Empires Online",150,4,1
2021-11-01,"Fortnite",5311000,396,17
2021-11-01,"Counter-Strike: Global Offensive",3862949.66,923,46
2021-11-01,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",2932028.75,485,7
2021-11-01,"League of Legends",2366876.87,248,7
2021-11-01,"Brawl Stars",1e+06,56,1
2021-11-01,"Rainbow Six Siege",667306.81,252,8
2021-11-01,"Call of Duty: Warzone",645000,121,11
2021-11-01,"Rocket League",635968.24,531,46
2021-11-01,"Call of Duty: Vanguard",620500,124,15
2021-11-01,"Free Fire",6e+05,187,2
2021-11-01,"League of Legends: Wild Rift",553596.69,102,3
2021-11-01,"VALORANT",355956.14,664,41
2021-11-01,"Dota 2",308192.31,325,12
2021-11-01,"FIFA Online 4",3e+05,58,1
2021-11-01,"Hearthstone",251375.04,162,2
2021-11-01,"Brawlhalla",245180,175,11
2021-11-01,"FIFA 22",180339.76,68,12
2021-11-01,"WarCraft III: Reforged",171288.15,38,13
2021-11-01,"Apex Legends",165089.94,145,22
2021-11-01,"Halo 3",150000,32,1
2021-11-01,"Summoners War: Sky Arena",140000,4,1
2021-11-01,"iRacing.com",136275,95,6
2021-11-01,"Arena of Valor",132487.4,60,1
2021-11-01,"Overwatch",129028,84,3
2021-11-01,"Mobile Legends: Bang Bang",1e+05,105,1
2021-11-01,"StarCraft II",79650,56,25
2021-11-01,"Minecraft",73000,62,4
2021-11-01,"Naraka: Bladepoint",70000,29,1
2021-11-01,"StarCraft: Remastered",66760,37,5
2021-11-01,"Assetto Corsa Competizione",60295,40,4
2021-11-01,"Super Smash Bros. Ultimate",55711.09,83,13
2021-11-01,"Point Blank",41823.09,32,2
2021-11-01,"Age of Empires IV",33785.95,69,26
2021-11-01,"Tekken 7",25814,15,4
2021-11-01,"Street Fighter V: Champion Edition",22000,16,1
2021-11-01,"Quake Champions",20000,16,1
2021-11-01,"Chess.com",17500,56,9
2021-11-01,"Guilty Gear -STRIVE-",15000,8,1
2021-11-01,"The Binding of Isaac",15000,16,1
2021-11-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",13523.78,48,4
2021-11-01,"rFactor 2",11865,3,1
2021-11-01,"Assetto Corsa",11332.05,27,5
2021-11-01,"RaceRoom Racing Experience",11300,10,1
2021-11-01,"Halo Infinite",11000,8,8
2021-11-01,"Tetris",10000,16,1
2021-11-01,"Golf With Your Friends",9400,7,1
2021-11-01,"Diabotical",8818,47,16
2021-11-01,"osu!",5456.69,31,3
2021-11-01,"Age of Empires II",5438.18,58,13
2021-11-01,"Ultimate Marvel vs. Capcom 3",5035,4,1
2021-11-01,"Heroes of the Storm",4500,21,1
2021-11-01,"Gears 5",4000,20,3
2021-11-01,"Trackmania (2020)",3693.03,38,12
2021-11-01,"Age of Empires",3597,24,1
2021-11-01,"Paladins",3250,15,1
2021-11-01,"Under Night In-Birth Exe:Late[cl-r]",2390,8,1
2021-11-01,"Lichess",2100,12,3
2021-11-01,"Auto Chess",1400,4,5
2021-11-01,"Melty Blood: Actress Again Current Code",1250,8,1
2021-11-01,"Xonotic",1100,7,3
2021-11-01,"Clash of Clans",750,14,1
2021-11-01,"Age of Empires III",650,5,2
2021-11-01,"Dengeki Bunko: Fighting Climax Ignition",650,8,1
2021-11-01,"Jak and Daxter: The Precursur Legacy",500,4,1
2021-11-01,"Pokemon Unite",500,20,1
2021-11-01,"Mobile Suit Gundam: Extreme Vs Maxi Boost ON",320,6,1
2021-11-01,"Beat Saber",286.07,3,1
2021-11-01,"Blaston",226,3,1
2021-11-01,"Artifact Classic",200,2,2
2021-11-01,"Lemnis Gate",140.4,4,2
2021-11-01,"Age of Mythology",100,1,1
2021-11-01,"Crab Game",90,3,3
2021-11-01,"ARMS",10,1,1
2021-12-01,"Arena of Valor",4501889.84,268,4
2021-12-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",4490096.5,193,8
2021-12-01,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",2745216.22,350,8
2021-12-01,"Shadowverse",2293296.2,8,1
2021-12-01,"Counter-Strike: Global Offensive",2167756.47,1027,56
2021-12-01,"Call of Duty: Mobile",2e+06,133,2
2021-12-01,"VALORANT",1081816.09,295,13
2021-12-01,"Clash Royale",1020000,32,1
2021-12-01,"CrossFire",860000,46,1
2021-12-01,"Mobile Legends: Bang Bang",843047.96,142,5
2021-12-01,"F1 2021",750000,22,1
2021-12-01,"Apex Legends",718980.04,348,21
2021-12-01,"Clash of Clans",701500,70,3
2021-12-01,"Hearthstone",5e+05,8,1
2021-12-01,"Magic: The Gathering Arena",450000,16,1
2021-12-01,"Dota 2",443741.05,181,6
2021-12-01,"Halo Infinite",440000,165,3
2021-12-01,"Rainbow Six Siege",417471.14,163,8
2021-12-01,"Call of Duty: Warzone",408135,67,10
2021-12-01,"Rocket League",384904.76,272,33
2021-12-01,"Chess.com",120900,55,8
2021-12-01,"Farming Simulator 19",115260,48,1
2021-12-01,"StarCraft II",102495.6,62,30
2021-12-01,"Super Smash Bros. Ultimate",96613.71,85,10
2021-12-01,"League of Legends",94771.86,137,5
2021-12-01,"Overwatch",88288,117,3
2021-12-01,"Age of Empires II",79851.55,97,15
2021-12-01,"Super Smash Bros. Melee",75000,40,1
2021-12-01,"Minecraft",71500,84,4
2021-12-01,"Gwent",71000,8,1
2021-12-01,"Tekken 7",55640,62,7
2021-12-01,"Age of Empires IV",50329.25,158,32
2021-12-01,"League of Legends: Wild Rift",45572.35,15,1
2021-12-01,"iRacing.com",40266,55,5
2021-12-01,"FIFA Online 4",39977.76,64,2
2021-12-01,"Assetto Corsa",31199.09,34,7
2021-12-01,"Trackmania (2020)",26803.7,45,13
2021-12-01,"Free Fire",25435.78,57,1
2021-12-01,"Call of Duty: Vanguard",22000,44,9
2021-12-01,"Teamfight Tactics",16790.27,56,2
2021-12-01,"WarCraft III: Reforged",15239,9,7
2021-12-01,"StarCraft: Remastered",14103.18,38,7
2021-12-01,"After-H",13300.96,32,1
2021-12-01,"RaceRoom Racing Experience",11865,15,1
2021-12-01,"Naraka: Bladepoint",10000,7,1
2021-12-01,"Age of Empires",8334,33,2
2021-12-01,"Quake III Arena",7768.2,19,2
2021-12-01,"Guilty Gear -STRIVE-",7400,8,1
2021-12-01,"Point Blank",7283.5,20,2
2021-12-01,"Street Fighter V: Champion Edition",4460,8,1
2021-12-01,"Quake Champions",3572.57,22,3
2021-12-01,"Diabotical",3501,21,11
2021-12-01,"Mortal Kombat 11",2510,8,1
2021-12-01,"Rocket League Sideswipe",2500,1,1
2021-12-01,"Auto Chess",2400,8,6
2021-12-01,"Lichess",2100,11,3
2021-12-01,"Quake Live",1031.59,6,1
2021-12-01,"Crab Game",660,12,6
2021-12-01,"Age of Mythology",529,9,4
2021-12-01,"osu!",457.26,7,2
2021-12-01,"Assetto Corsa Competizione",400,6,1
2021-12-01,"Beat Saber",400,3,1
2021-12-01,"rFactor 2",359.95,17,1
2021-12-01,"ARMS",251,3,1
2021-12-01,"Blaston",200,3,1
2021-12-01,"Age of Empires III",113,2,1
2022-01-01,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",3744408,226,4
2022-01-01,"Dota 2",2005000,483,17
2022-01-01,"Naraka: Bladepoint",1350700,38,2
2022-01-01,"Apex Legends",1083659.66,354,12
2022-01-01,"Arena of Valor",579526.4,56,2
2022-01-01,"Counter-Strike: Global Offensive",536176.82,664,38
2022-01-01,"Rocket League",531649.72,423,39
2022-01-01,"League of Legends: Wild Rift",355495,60,2
2022-01-01,"Fortnite",282300,68,5
2022-01-01,"rFactor 2",266666,162,5
2022-01-01,"StarCraft II",201179.93,102,32
2022-01-01,"Call of Duty: Warzone",177706,81,16
2022-01-01,"League of Legends",154497,30,3
2022-01-01,"Free Fire",101224.94,36,1
2022-01-01,"FIFA Online 4",1e+05,39,1
2022-01-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",98710.37,71,3
2022-01-01,"Street Fighter V: Champion Edition",69442.56,12,1
2022-01-01,"Age of Empires IV",67872.5,105,21
2022-01-01,"VALORANT",61379.11,120,8
2022-01-01,"Minecraft",53800,84,4
2022-01-01,"Lichess",53615.85,14,4
2022-01-01,"StarCraft: Remastered",52127.7,45,5
2022-01-01,"Brawlhalla",50200,100,7
2022-01-01,"Call of Duty: Vanguard",46000,56,9
2022-01-01,"Heroes of the Storm",45641,48,1
2022-01-01,"Crab Game",45200,18,2
2022-01-01,"Chess.com",31000,28,5
2022-01-01,"Super Smash Bros. Melee",30001,16,1
2022-01-01,"WarCraft III: Reforged",21035,19,4
2022-01-01,"iRacing.com",20866,70,2
2022-01-01,"Super Smash Bros. Ultimate",20675.94,64,11
2022-01-01,"Assetto Corsa Competizione",17006,86,1
2022-01-01,"Tekken 7",16200,16,3
2022-01-01,"Age of Empires II",13990.9,74,26
2022-01-01,"Guilty Gear -STRIVE-",7340.27,8,1
2022-01-01,"Trackmania (2020)",7065.02,51,10
2022-01-01,"Teamfight Tactics",6687.64,32,1
2022-01-01,"Diabotical",5083.08,38,17
2022-01-01,"Rainbow Six Siege",5000,17,1
2022-01-01,"Age of Empires",2211,1,1
2022-01-01,"Clash of Clans",1500,22,2
2022-01-01,"Gears 5",1500,12,3
2022-01-01,"Quake Champions",631.91,6,1
2022-01-01,"Assetto Corsa",510,17,1
2022-01-01,"TrackMania Nations Forever",453.01,3,1
2022-01-01,"Auto Chess",400,2,4
2022-01-01,"Age of Empires Online",373,7,2
2022-01-01,"F1 2021",339,3,1
2022-01-01,"osu!",270,9,1
2022-01-01,"Age of Mythology",150,4,1
2022-01-01,"Artifact Classic",20,1,1
2022-02-01,"Rainbow Six Siege",3e+06,100,1
2022-02-01,"Counter-Strike: Global Offensive",1710145.7,671,34
2022-02-01,"Madden NFL 22",1e+06,14,1
2022-02-01,"Dota 2",801000,217,9
2022-02-01,"Rocket League",557981.47,503,50
2022-02-01,"StarCraft II",515504.51,77,26
2022-02-01,"Hearthstone",321700,229,4
2022-02-01,"VALORANT",223699.96,470,16
2022-02-01,"Call of Duty: Warzone",215463.8,82,16
2022-02-01,"Halo Infinite",153550,76,4
2022-02-01,"FIFA 22",150000,48,10
2022-02-01,"chess24",141250,16,1
2022-02-01,"Fortnite",136400,58,4
2022-02-01,"Call of Duty: Vanguard",114500,80,9
2022-02-01,"Brawlhalla",100300,102,10
2022-02-01,"World of WarCraft",1e+05,9,2
2022-02-01,"Chess.com",84500,69,13
2022-02-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",68520,18,2
2022-02-01,"Minecraft",67000,86,4
2022-02-01,"Free Fire",49523.22,30,2
2022-02-01,"Apex Legends",46257.62,51,6
2022-02-01,"League of Legends: Wild Rift",40000,58,7
2022-02-01,"Age of Empires II",37173.89,99,27
2022-02-01,"Zwift",31543.68,6,5
2022-02-01,"iRacing.com",29700,18,3
2022-02-01,"Super Smash Bros. Ultimate",28964.05,67,14
2022-02-01,"Teamfight Tactics",25675,22,2
2022-02-01,"rFactor 2",25500,4,1
2022-02-01,"WarCraft III: Reforged",24439,16,3
2022-02-01,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",20085,18,1
2022-02-01,"F1 2021",11400,6,1
2022-02-01,"StarCraft: Remastered",10035.4,24,2
2022-02-01,"Heroes of the Storm",8594,35,2
2022-02-01,"Age of Empires IV",6078.16,52,21
2022-02-01,"Age of Empires",5023,20,2
2022-02-01,"osu!",4618.27,34,5
2022-02-01,"League of Legends",4439.95,25,2
2022-02-01,"Trackmania (2020)",4017.16,45,18
2022-02-01,"Tekken 7",3745.6,11,4
2022-02-01,"Gears 5",3500,12,2
2022-02-01,"Diabotical",3052.24,24,10
2022-02-01,"CrossFire",2090.5,20,1
2022-02-01,"Lichess",2000,8,2
2022-02-01,"Guilty Gear -STRIVE-",1510,4,1
2022-02-01,"Super Smash Bros. Melee",1500,6,2
2022-02-01,"Ultimate Marvel vs. Capcom 3",1500,4,1
2022-02-01,"Clash of Clans",1450,15,1
2022-02-01,"Auto Chess",1400,4,5
2022-02-01,"After-H",1132,12,1
2022-02-01,"Mortal Kombat 11",930,4,1
2022-02-01,"Dragon Ball FighterZ",840,3,1
2022-02-01,"Granblue Fantasy: Versus",690,3,1
2022-02-01,"Melty Blood: Type Lumina",650,3,1
2022-02-01,"Xonotic",500,3,1
2022-02-01,"Age of Empires III",200,4,1
2022-02-01,"Jak II",0,14,1
2022-03-01,"Fortnite",3039600,172,8
2022-03-01,"VALORANT",1015947.05,813,28
2022-03-01,"Counter-Strike: Global Offensive",622162.27,533,34
2022-03-01,"Call of Duty: Vanguard",616000,115,11
2022-03-01,"Apex Legends",555245.69,347,13
2022-03-01,"Free Fire",538695.97,138,3
2022-03-01,"Rocket League",527154.52,473,58
2022-03-01,"Dota 2",492309.4,342,10
2022-03-01,"Magic: The Gathering Arena",450000,14,1
2022-03-01,"Hearthstone",430901.21,243,12
2022-03-01,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",208034.35,121,5
2022-03-01,"Halo Infinite",207600,57,8
2022-03-01,"League of Legends",202878.24,338,13
2022-03-01,"Call of Duty: Warzone",199700,74,12
2022-03-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",199019.41,280,13
2022-03-01,"Chess.com",194000,52,15
2022-03-01,"chess24",138750,16,1
2022-03-01,"FIFA 22",106796.5,16,2
2022-03-01,"Age of Empires IV",102547.34,49,14
2022-03-01,"FIFA Online 4",79633.12,95,3
2022-03-01,"League of Legends: Wild Rift",59881.03,113,3
2022-03-01,"Brawlhalla",55260,68,9
2022-03-01,"Teamfight Tactics",53739.64,67,3
2022-03-01,"World of WarCraft",40000,41,4
2022-03-01,"Super Smash Bros. Ultimate",36372.08,64,13
2022-03-01,"Rainbow Six Siege",27296.29,62,4
2022-03-01,"Assetto Corsa",25505.5,37,10
2022-03-01,"Arena of Valor",25498.9,37,1
2022-03-01,"Minecraft",25000,80,1
2022-03-01,"WarCraft III: Reforged",16968.5,11,6
2022-03-01,"Age of Empires II",16522.11,80,14
2022-03-01,"Trackmania (2020)",12852.43,62,21
2022-03-01,"iRacing.com",12360,83,5
2022-03-01,"Tekken 7",10785.6,7,3
2022-03-01,"StarCraft II",10542,43,30
2022-03-01,"Overwatch",9125,27,2
2022-03-01,"StarCraft: Remastered",7506,2,1
2022-03-01,"Onward",7000,16,1
2022-03-01,"Diabotical",6203.56,42,15
2022-03-01,"Pokémon VGC",5000,8,1
2022-03-01,"osu!",3334.84,39,6
2022-03-01,"After-H",3284.6,20,2
2022-03-01,"Quake Champions",2915.28,11,3
2022-03-01,"Age of Mythology",2324,9,4
2022-03-01,"Lichess",2000,10,2
2022-03-01,"Pokémon GO",1900,4,1
2022-03-01,"Gears 5",1500,8,3
2022-03-01,"Auto Chess",1200,5,3
2022-03-01,"Age of Empires III",1010,8,2
2022-03-01,"Blaston",1000,10,2
2022-03-01,"Loco Dojo Unleashed",1000,4,1
2022-03-01,"Assetto Corsa Competizione",318,16,2
2022-03-01,"Age of Empires Online",100,4,1
2022-04-01,"League of Legends",2142177.89,508,19
2022-04-01,"Counter-Strike: Global Offensive",1547205.67,973,60
2022-04-01,"Dota 2",1466720.59,483,15
2022-04-01,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",1400774.55,711,13
2022-04-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",1355157.11,350,8
2022-04-01,"League of Legends: Wild Rift",933600,340,8
2022-04-01,"VALORANT",756496.25,250,14
2022-04-01,"Free Fire",605988.44,269,5
2022-04-01,"CrossFire",549703,63,1
2022-04-01,"Arena of Valor",507007.8,93,3
2022-04-01,"Call of Duty: Vanguard",5e+05,32,1
2022-04-01,"Mobile Legends: Bang Bang",424569.34,227,4
2022-04-01,"Rainbow Six Siege",392789.15,277,9
2022-04-01,"Call of Duty: Warzone",353180,91,13
2022-04-01,"Teamfight Tactics",327497.24,60,5
2022-04-01,"Fortnite",295300,221,11
2022-04-01,"chess24",210000,8,1
2022-04-01,"Rocket League",205881.85,387,45
2022-04-01,"FIFA 22",204150,56,11
2022-04-01,"Overwatch",166629.66,122,4
2022-04-01,"FIFA Online 4",114914.41,49,2
2022-04-01,"Chess.com",112400,58,13
2022-04-01,"StarCraft: Remastered",107171.68,64,7
2022-04-01,"Apex Legends",92670.03,139,12
2022-04-01,"Halo Infinite",75000,24,1
2022-04-01,"Brawlhalla",66900,122,14
2022-04-01,"Multigaming",55909.13,12,1
2022-04-01,"Hearthstone Battlegrounds",50000,16,1
2022-04-01,"RaceRoom Racing Experience",46155,17,1
2022-04-01,"StarCraft II",45895.41,71,31
2022-04-01,"World of WarCraft",40000,39,4
2022-04-01,"Assetto Corsa Competizione",29580,10,1
2022-04-01,"Pokémon VGC",28500,32,1
2022-04-01,"Minecraft",26750,72,3
2022-04-01,"Trackmania (2020)",21435.04,46,16
2022-04-01,"Gwent",17555,8,1
2022-04-01,"Super Smash Bros. Ultimate",17285.79,62,11
2022-04-01,"WarCraft III: Reforged",17014,23,11
2022-04-01,"Dragon Ball FighterZ",15869.72,11,2
2022-04-01,"Assetto Corsa",12599.75,20,2
2022-04-01,"Diabotical",9044.2,52,12
2022-04-01,"Age of Empires",6260,34,3
2022-04-01,"Pokémon GO",5650,8,1
2022-04-01,"Clash of Clans",5500,40,4
2022-04-01,"Age of Empires II",5461,60,27
2022-04-01,"Tekken 7",5433.13,6,2
2022-04-01,"Forza Horizon 5",5000,7,1
2022-04-01,"Rezzil Player",5000,5,1
2022-04-01,"osu!",4922.5,67,5
2022-04-01,"Hearthstone",4417.46,16,2
2022-04-01,"iRacing.com",4326,6,1
2022-04-01,"F1 2021",4200,6,1
2022-04-01,"Guilty Gear -STRIVE-",3512.69,16,2
2022-04-01,"Gears 5",3500,12,2
2022-04-01,"King of Fighters XV",3264.65,11,2
2022-04-01,"Granblue Fantasy: Versus",2549.82,11,2
2022-04-01,"Age of Empires IV",2112,32,10
2022-04-01,"Lichess",2000,8,2
2022-04-01,"Power Rangers: Battle for the Grid",1756.2,8,1
2022-04-01,"Pavlov",1260,19,3
2022-04-01,"BlazBlue: Central Fiction",786.3,8,1
2022-04-01,"Super Smash Bros. Melee",786.27,8,2
2022-04-01,"Age of Mythology",675,8,3
2022-04-01,"Blaston",500,3,1
2022-04-01,"Street Fighter V: Champion Edition",393.13,3,1
2022-04-01,"TrackMania 2: Canyon",327.38,4,1
2022-04-01,"Age of Empires III",310,8,2
2022-04-01,"BlazBlue: Cross Tag Battle",235.88,3,1
2022-04-01,"Melty Blood: Type Lumina",235.88,3,1
2022-04-01,"Rivals of Aether",235.88,3,1
2022-04-01,"Under Night In-Birth Exe:Late[cl-r]",235.88,3,1
2022-04-01,"Soul Calibur VI",157.26,3,1
2022-04-01,"ARMS",100,3,1
2022-04-01,"Age of Empires Online",55,4,1
2022-05-01,"Arena of Valor",12980049.3,291,89
2022-05-01,"League of Legends: Wild Rift",9904198.68,306,93
2022-05-01,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",6401821.78,558,12
2022-05-01,"Fortnite",3388900,410,18
2022-05-01,"Free Fire",1820000,76,1
2022-05-01,"Counter-Strike: Global Offensive",1542333.51,662,39
2022-05-01,"Apex Legends",1017405.22,161,4
2022-05-01,"Rocket League",930097.49,553,67
2022-05-01,"Dota 2",901378.2,290,10
2022-05-01,"Rainbow Six Siege",688662.88,193,9
2022-05-01,"Identity V",620093.34,14,1
2022-05-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",504600,169,3
2022-05-01,"Magic: The Gathering Arena",450000,8,1
2022-05-01,"Call of Duty: Vanguard",426000,134,17
2022-05-01,"League of Legends",425084.02,194,6
2022-05-01,"Mobile Legends: Bang Bang",376222.56,233,5
2022-05-01,"FIFA 22",371000,56,5
2022-05-01,"Halo Infinite",355200,71,1
2022-05-01,"Teamfight Tactics",291000,32,1
2022-05-01,"VALORANT",255339.35,465,19
2022-05-01,"Hearthstone",254200,238,4
2022-05-01,"StarCraft II",235541.55,105,42
2022-05-01,"Call of Duty: Warzone",147097.44,67,11
2022-05-01,"chess24",138250,16,1
2022-05-01,"Age of Empires IV",129329,114,20
2022-05-01,"Chess.com",124000,55,15
2022-05-01,"Brawlhalla",77600,95,8
2022-05-01,"Pokemon Unite",75000,117,3
2022-05-01,"Hearthstone Battlegrounds",50000,16,1
2022-05-01,"Age of Empires II",43146.95,143,32
2022-05-01,"Super Smash Bros. Ultimate",32941.93,50,8
2022-05-01,"Trackmania (2020)",31585.75,60,17
2022-05-01,"WarCraft III: Reforged",26150.5,26,13
2022-05-01,"Clash of Clans",23200,42,3
2022-05-01,"Tekken 7",22028.87,22,5
2022-05-01,"Pokémon VGC",21000,28,3
2022-05-01,"Street Fighter V: Champion Edition",20416.07,22,5
2022-05-01,"Assetto Corsa",12599.75,20,2
2022-05-01,"Guilty Gear -STRIVE-",10982.43,11,2
2022-05-01,"King of Fighters XV",10804.12,12,2
2022-05-01,"Farming Simulator 19",10434,21,1
2022-05-01,"Pokémon GO",10250,22,6
2022-05-01,"Age of Empires",9412.64,34,3
2022-05-01,"Diabotical",8504.65,49,15
2022-05-01,"Onward",8000,34,1
2022-05-01,"Echo Arena",5680,46,3
2022-05-01,"Rezzil Player",5000,10,1
2022-05-01,"Assetto Corsa Competizione",3500,60,3
2022-05-01,"Dragon Ball FighterZ",3296.07,10,2
2022-05-01,"Minecraft",2500,5,2
2022-05-01,"Team Fortress 2",2460,12,1
2022-05-01,"Lichess",2000,9,2
2022-05-01,"Mortal Kombat 11",1530,8,1
2022-05-01,"Mario Kart 8 Deluxe",1500,12,2
2022-05-01,"Quake Champions",1402.22,8,2
2022-05-01,"Killer Instinct (2013)",1336.58,8,1
2022-05-01,"Street Fighter III: 3rd Strike",1130,8,1
2022-05-01,"osu!",1081.63,34,5
2022-05-01,"Windjammers 2",1056.07,3,56
2022-05-01,"Auto Chess",1000,4,1
2022-05-01,"Contractors",1000,20,1
2022-05-01,"Gears 5",1000,8,2
2022-05-01,"Lemnis Gate",1000,2,1
2022-05-01,"Age of Mythology",945,14,5
2022-05-01,"rFactor 2",749,3,1
2022-05-01,"iRacing.com",500,1,1
2022-05-01,"Blaston",350,3,1
2022-05-01,"Age of Empires III",110,4,1
2022-05-01,"Age of Empires Online",70,1,1
2022-06-01,"Counter-Strike: Global Offensive",2139180.92,723,44
2022-06-01,"VALORANT",894501,649,23
2022-06-01,"Call of Duty: Vanguard",636000,120,13
2022-06-01,"PLAYERUNKNOWN’S BATTLEGROUNDS",549940,130,3
2022-06-01,"Rocket League",447839.65,464,48
2022-06-01,"PLAYERUNKNOWN'S BATTLEGROUNDS Mobile",437676.53,185,5
2022-06-01,"Call of Duty: Mobile",420868,42,1
2022-06-01,"Fortnite",356892,287,18
2022-06-01,"Overwatch 2",330000,65,2
2022-06-01,"World of WarCraft",320000,44,2
2022-06-01,"Mobile Legends: Bang Bang",318474.52,67,2
2022-06-01,"iRacing.com",208952,47,5
2022-06-01,"StarCraft II",167946.78,92,32
2022-06-01,"FIFA 22",167090.02,36,7
2022-06-01,"Pokemon Unite",154000,121,5
2022-06-01,"Brawlhalla",150500,50,8
2022-06-01,"Brawl Stars",135000,26,1
2022-06-01,"Minecraft",107500,119,6
2022-06-01,"Dota 2",98657.58,163,4
2022-06-01,"Onmyoji Arena",89679.22,5,1
2022-06-01,"Chess.com",59200,38,10
2022-06-01,"Hearthstone",50949,20,3
2022-06-01,"League of Legends",50920.05,38,3
2022-06-01,"Rainbow Six Siege",44815.85,70,3
2022-06-01,"Age of Empires II",44497.49,113,36
2022-06-01,"Pokémon VGC",33500,36,2
2022-06-01,"Assetto Corsa Competizione",30192,26,2
2022-06-01,"StarCraft: Remastered",29972.34,62,2
2022-06-01,"WarCraft III: Reforged",28682.5,20,14
2022-06-01,"Super Smash Bros. Ultimate",23021.61,53,10
2022-06-01,"Pokémon GO",19800,32,5
2022-06-01,"Point Blank",16881.26,27,2
2022-06-01,"Street Fighter V: Champion Edition",13290,19,4
2022-06-01,"Assetto Corsa",12905.75,25,3
2022-06-01,"Tekken 7",12323.6,18,5
2022-06-01,"Call of Duty: Warzone",11964.8,17,3
2022-06-01,"Age of Empires IV",11622,46,12
2022-06-01,"Guilty Gear -STRIVE-",10590,14,2
2022-06-01,"Apex Legends",10050.01,18,2
2022-06-01,"Overwatch",10000,43,2
2022-06-01,"Clash of Clans",9500,39,4
2022-06-01,"King of Fighters XV",9360,15,2
2022-06-01,"Trackmania (2020)",8255.66,43,14
2022-06-01,"Age of Empires",8004,18,2
2022-06-01,"Diabotical",6533.99,36,12
2022-06-01,"Legends of Runeterra",6000,12,1
2022-06-01,"osu!",5594.49,36,5
2022-06-01,"Rezzil Player",5000,10,1
2022-06-01,"TrackMania Nations Forever",2500,4,1
2022-06-01,"Super Smash Bros. Melee",2240,8,1
2022-06-01,"Lichess",2000,9,2
2022-06-01,"Dragon Ball FighterZ",1990,8,1
2022-06-01,"BlazBlue: Central Fiction",1980,11,2
2022-06-01,"Melty Blood: Type Lumina",1960,12,2
2022-06-01,"After-H",1052,12,1
2022-06-01,"Gears 5",1000,8,2
2022-06-01,"Mortal Kombat 11",980,8,1
2022-06-01,"Granblue Fantasy: Versus",970,8,1
2022-06-01,"Age of Mythology",927.74,11,4
2022-06-01,"Age of Empires III",900,6,1
2022-06-01,"Street Fighter III: 3rd Strike",900,8,1
2022-06-01,"FIFA Online 4",750,1,1
2022-06-01,"Ultimate Marvel vs. Capcom 3",750,8,1
2022-06-01,"Quake Champions",738,3,1
2022-06-01,"BlazBlue: Cross Tag Battle",700,8,1
2022-06-01,"Super Street Fighter II Turbo",580,3,1
2022-06-01,"Soul Calibur VI",560,3,1
2022-06-01,"Snapshot VR",500,9,1
2022-06-01,"Capcom vs. SNK 2",480,3,1
2022-06-01,"Age of Empires Online",450,4,4
2022-06-01,"Def Jam: Fight for NY",360,3,1
2022-06-01,"Halo Infinite",205,3,1
2022-06-01,"Beat Saber",179.81,3,1
2022-07-01,"Dota 2",6110050,490,20
2022-07-01,"Rocket League",2342110.97,280,25
2022-07-01,"Fortnite",2226800,263,23
